,lines,character
886,hey what is it to you yeah right you’re just jealous because it turns out i’m penny’s number two choice after leonard why do you care so much you’re dating my sister and penny and i are in love yes i am the god kamadeva has shot us with his flowery arrows of love he’s the hindu version of cupid but way better because he rides a giant parrot rubbish he’s talking rubbish that could have been about anyone besides you have nothing to worry about because now i’m the dusky half of koothrapenny please come in well you were always so nice to me i thought maybe you liked me i’m sorry i will hey bernadette do you think i have a shot with penny hi amy can i talk to penny it’s all over her facebook page i was wondering if you’re free friday they’re having a totally ’s night at the greek hall oates katrina and the waves and threefifths of kajagoogoo aw there’s a thing you can’t ruin a friendship with sex that’s like trying to ruin ice cream with chocolate sprinkles oh all right well uh as your friend you might like to know that um we didn’t have sex in the conventional sense no no after we got undressed and jumped in bed you you asked if i had protection of course i’m always packing anyway um i had trouble putting it on and you tried to help and that was all she wrote i did it was beautiful penny please please promise me you won’t tell anybody about this oh good um can i tell people that our love burned too bright and too quickly kind of a candle in the wind deal cool can i say it fell apart because you were all i want to have your babies and i was like i’m too rock and roll to be tied down can i say i ruined you for white men okay just the candle thing cool all right friend i’ll see you around penny it’s getting beautiful again screw you that was a beautifully written penis metaphor sure whatever please penny let me we’ve decided to let our crazy wonderful night together be just one of those memories you have and can call to mind when you’re feeling blue or you’re in the shower sorry go on,Raj
887,this is fun i’ve never used a hydraulic thermoforming press before oh yeah this is one goodlooking panini come on dude this is my sister you’re talking about how can you be so racist i’ll try it like this like this better i’m impressed this is very lifelike i i nibbled i was being playful sorry better yeah hey you know if this was in sheldon and leonard’s apartment i wouldn’t wind up sitting on the floor all the time what kind of idiot throws away a terrific chair like this,Raj
888,mmmmmm,Raj
889,maybe why not who do i have in my life to watch my figure for no it’s just that everybody’s got someone sheldon’s with amy howard’s getting married you’re dating my sister you know who i blame for my loneliness the united states of america your movies and your tv shows promised streets paved with beautiful blonde women with big bazongas that’s cruel you know it goes straight to my hips i don’t know if i want to play anymore what’s it thinking about now hi does she really mean that or was she signing it sarcastically okay i’m going to play it cool tell her maybe whatever babe ah look at that i have a date i love america again okay as soon as she gets here so she knows i’m cool with it i’m going to make a joke about her being deaf i was thinking hey did you hear the one about… oh no i bet you didn’t oh she’s here tell her it doesn’t matter tell her her eyes shimmer like opalescent lilies in the lake of the palace of the celestial maidens i worked on it all night use it then spell it you’re blowing this for me you’re making me sound like a caveman really ask her how many children she wants and whatever number she says say me too fine tell her i have a deep sexy voice like james earl jones great then she won’t know i’m lying let’s see what else can i tell you about me that would make you like me ooh i love music do you love music you’re right everyone loves music no but when i was six years old i tried to start a boy band called frankie goes to bollywood but i couldn’t get any other boys to join so my parents asked the servants to be my backup dancers wait when you sign servants don’t sign it like i’m bragging sign it in a way that i sound humble with just a hint of that’s right i had servants yes but she doesn’t so get signing hand monkey what are you doing dude what is she saying what why it’s a little hard to see with the city lights but that wshaped constellation is cassiopeia and she was the mother of andromeda who’s over there good good oh boy help me out here does she want me to kiss her or not if you were me would you kiss her i was so smooth on that date whatever dude she kissed me oh fine let’s agree she kissed both of us i’m so mad at you how dare you ambush my girlfriend at the gym i’m hammered the best one i ever had aha i see what’s going on here you and i had our crazy night together and now you can’t stand to see me with another woman it’s okay i can’t get mad at your feelings yeah that’s good keep telling yourself that storms out i have a surprise for you cover your eyes open them it’s a real ruby it was a little expensive but no one can put a price on love although the people at cartier took a pretty good shot at it skype tone from computer oh mummy daddy what a nice surprise penny i just got her a couple of things she gives me things too what you’re going to make me choose between the woman i love and the money i have very strong feelings for well i choose love my parents are making me choose between money and you i choose you she signs no i think we’ll have to return the car again and that necklace yeah that too but none of those things matter because we have something better we have love oh penny i hurt so bad sometimes i put the tv on mute just to pretend she’s still with me but i can’t watch the closed captioning without crying seriously i’m heartbroken and you’re hitting on me look penny you’re great but i had a long talk with my parents and they said if i date an indian girl i get a maserati mmm oh cheesecake you’re just as good as a woman even though i can’t have sex with you,Raj
890,wow you’re not only our first astronaut you’re also the first one of us to kick a girl out of bed you’re like a rock star so what’s gonna happen next are you and bernadette going to break up then she’s going to have to convince your mother to let you go into space sure hey you know that beautiful actress who plays the borg queen in first contact well i just met her gynaecologist,Raj
891,hey look who decided to show up i couldn’t find you guys so i bought six new friends three sadly are dead of course mrs cooper so nice to see you again nothing i’m fine no bursts into tears i’m so lonely i didn’t get a lot of that because of your accent but the general tone was soothing and somehow i feel better hey none of our gods have abs like that,Raj
892,you should’ve seen your face he’s probably right i had pee his pants what is she doing in a comic book store good morning sheldon you have a thing of paper clips right there i don’t know maybe all right opening drawer who do we have here oh did some bad man put us in a drawer let’s go to the biology lab and find you some nice yummy mice,Raj
893,totally what’s wrong with cap sleeves if you have the right figure for it they’re adorable mm i’m thinking about adopting some quirky affectation like a pipe or a monocle or a handlebar moustache this is not a safe place you can’t share anything here,Raj
894,come on sheldon star wars i really don’t get your problem with birds hummingbirds are pretty still my first choice for an ankle tattoo or a dolphin i go back and forth yes please this is way better than the movie that is one tough birdie,Raj
895,hey look the new warlords of ka’a expansion pack is out they’re not even trying remember the satanimals pack with the hellephant why absurd what was he a bad elephant who died and went to hell what could an elephant possibly do that would cause him eternal damnation a total loser obviously a guy with a sixshooter beats an old man with a magic wand stuart settle an argument for us who would win billy the kid or the white wizard i’ll take one wild bill witchcock incredibly so incredibly so annie ogly totally you hey guys check it out the deluxe limited edition wild west and witches expansion pack in the signed and numbered collector’s tin yeah it’s also a wand please you’re looking at facebook to find out how their date went you’re so full of it you unfriended me seriously,Raj
896,is that him over there how about that guy he looks like he’d hate you so have you figured out what you’re going to say to him what’s that one hey i won a newcomb medal too that sounds amazing first movie i’m watching annie that’s funny because those aren’t the kind of kisses you want on your nipples that was pretty badass dude what’s that,Raj
897,ordinary yet i sense it is dripping with magical potential i’m telling you dude there’s a seat on the hogwarts express with your name on it can’t you just enjoy the wonder sheldon why must you peek behind the curtain or up the butt oh me too you’re so caring i’ve often pictured you guiding a young boy into manhood hey just because a man shows caring for another man doesn’t mean he’s displaying the love that dare not speak its name did she definitely say she didn’t want kids wow that’s rough where’d you get that what’s your mom going to say if you call off the wedding,Raj
898,did you forget what penny did to you it took you two years and defiling my sister to turn that frown upside down i heard you call her brown sugar in my book that’s defilement if they ever make a movie version of that book you know who should play leonard’s mother sandra bullock because she’s great in everything he’s got to be doing this on purpose i guess it didn’t go well you were in the middle of an erection,Raj
899,i will take that action i stopped on the way to work hey do you want to peel the plastic off with me grab a corner whoa what’s your hurry cowboy savour the moment hey i let you peel the plastic don’t get greedy to phone hello what’s your name are you single yeah you’re right that’s too personal we hardly know each other how about a cup of coffee i will see you gentlemen later so siri what’s happening how are you what are you doing right now you have a beautiful voice i bet it is why don’t women like me no need i’ve already done that siri do you have a last name ah one name like uh cher madonna adele all the women who rock me my name is rajesh but you can call me raj i’d like you to call me sexy okay thank you darling i’m sorry i haven’t bonded with it it’s just a phone thanks barry siri remind me friday morning to make my famous popovers hey don’t talk to her like that she’s a lady good timing dinner’s almost ready oh an exotic little treat i was just talking to siri about peking duck and she said she knew about four chinese grocers two of which were fairly close to me her spontaneity is contagious can i pour you some wine i think you’ll enjoy it the traditional choice with peking duck is a sauvignon blanc but siri suggested an offdry riesling i wasn’t sure but i didn’t want to have an argument with her in the middle of trader joe’s now what should we put siri in for dinner leopard sparkles or to paraphrase coco chanel you can never go wrong with a little black case siri play some smooth jazz oh my god kenny g this woman can read me like a book i can’t believe i bought my soul mate at glendale galleria thank you enters a door marked “the office of siri” inside is a redheaded woman sitting at a huge console desk no,Raj
900,um expedition will launch this spring to the international space station crew members will include commander tom ‘tombo’ johnson astronaut mike ‘supernova’ novacelik and payload specialist howard wolowitz dude if you’re going to be an astronaut you need to pick a cool nickname oh if i had one it would be brown dynamite are you not looking at me i am brown dynamite why do you put six sugars in your coffee how’d you do they put you under for a cleaning maybe your nickname should be brown dynamite their meatballs are pretty good nothing nothing ooh ooh what about we make your astronaut nickname howard “buzz” wolowitz buzz lightyear is not real well are you talking about when he thought he was real okay um how about crash” howard “crash” wolowitz all right um how about oh how about rocket man maybe there’s a way to get them to come up with it okay uh what if we make rocket man your ringtone and the next time you talk to those guys i’ll call you and they’ll hear it plant the seed they don’t call me brown dynamite for nothing ooh sock mouth’s got him on the ropes oh yeah there’s a reason he’s sir elton john they don’t make you a knight for writing wake me up before you go go,Raj
901,gamma upsilon hey guys guys president siebert is headed this way you know if i had a week off i’d go back to the two bunch palms resort and spa in the desert i tell you an hour on the massage table with trevor and you’ll feel like you were born without bones really what was i doing to your neck last night while you were playing xbox no hi raj no how are you raj just straight to where’s the other white guy ooh gossip when i first got here i thought you americans really gossiped around the water cooler so i hung out there for like a month but the only gossip i ever heard was about some creepy guy hanging out by the water cooler oh that’s a shame he’s gonna be devastated hmm i’m gonna give you the same advice i yell at the tv when the bachelor’s handing out roses follow your heart follow your heart like what mr roper’s dead you can’t just spring that on a guy,Raj
902,it was a nice retirement party hey look there’s rothman’s empty office sad i’m glad that men are wearing hats again they’re so distinguished would you look at this i paid twenty five dollars to some kid on ebay for a handcrafted harry potter wand he sent me a stick he went into his backyard he picked up a stick ooh limited edition nice how about you decide this with rockpaperscissorslizardspock is there anything you’re both equally bad at yeah i’m happy for you sheldon but i have to admit i’m going to miss sharing an office with you thank you well at least you finally got a window that opens that’s nice what you don’t like wind chimes so,Raj
903,payload specialist howard wolowitz is requested to report to the nasa johnson space center houston texas for astronaut training monday eight am but it says eight am it doesn’t have an oh in front of it you could go to my guy he’s at juanjuan in beverly hills they bring you a cup of tea they’ll massage your scalp it’s about two hundred dollars but sometimes you look in the next chair and you see a superstar like tony danza now who’s dying of jealousy oh it’s you,Raj
904,hey want to spend some time playing the new star wars game this weekend you know what would be great let’s do it like the old days yeah start saturday morning go hours sleeping bags junk food we were badass back in the day it’s on like alderaan woohoo i can never find the tiller i got a book it didn’t help here you go i’ve got everything we’ll need for the big game low fat turkey jerky lowcarb beer calorie snack packs hey i plan on levelling up in the game not my swimsuit size thank you very much what you invited your girlfriend this is supposed to be our weekend got him when gandhi advocated his philosophy of nonviolence i bet he didn’t know how much fun it was killing stuff bernadette remember your character’s the healer in our group you’re in charge of healing all of us not just howard but eexcuse me i have something to say none of you may realize it but i was very much looking forward to this weekend it was gonna be like the old days the four of us hanging out playing video games before you guys all got girlfriends do you have any idea what it’s like to be the only one without a girlfriend even if i get one someday i’ll still be the guy who got a girl after sheldon cooper just leave okay now this is the way it’s supposed to be men together fighting the forces of evil i can’t believe this is only calories,Raj
905,i’ll let you know alright uh fine i’m coming and i’m bringing somebody uh koothrappali plus one who are you bringing wow what a bunch of nosey o’donnells i’m not telling i’m from asia i’m mysterious deal with it hello mummy daddy how are you listen uh there’s something i want to talk to you about i i wasn’t ready until now but i think it’s time no i’m not gay if anything i’m metrosexual it means i like women as well as their skincare products ‘cause i i’m tired of trying to meet someone and i think i’d like you to help me find uh a wife yes oh yes in my culture it’s expected to have a chaparone to oversee a first date plus i want to make a good impression and no offence but with you guys here i look like six two listen i love your charming racist humour but any chance you could not knock my religion while she’s here it’s different you’re people don’t worship lox oh no no i get a say in it but i’m sure whoever shows up will be better company than a threesome i’ve been having with aunt jemima and mrs butterworth oh yes you must be lakshmi uh nice to meet you oh uh these are my my friends this is bernadette and this is howard please have a seat to bernadette i’m thinking double wedding well i hope you saved room for chocolate lava cake well you start off by trying to make chocolate souffle and when it falls you panic quickly change the name and voila lava cake well let’s see yup three missed calls i’d like to tell them things are going well okay what page are you on say again like dude on dude but with women why me of all people i’m not gay that’s unbreakable by khloe and lamar and for your information it’s unisex i like to boogie wwwith women i like to boogie with women thankyou and once again my baloney likes girls waitwait you don’t want to put a bit of that in your mouth without trying my homemade chantilly cream yeah okay that time i heard it ready for lunch hey uh can i run something by you it’s about lakshmi we hit a couple of bumps she lives over on manhattan beach so it takes over an hour to get there and she’s a lesbian well you know whenever you and i would try to hit on women in bars and they’d blow us off and then we’d tell each other they were probably gay it’s like that except this time it’s true she was looking for a husband so she can appear to be straight and you know it sounded crazy to me at first but i’m actually thinking about doing it look howard you’re in a relationship you know you have to make compromises it’s a great deal we both get our parents off our backs i don’t have to come home to an empty apartment every night plus once i’m married i can finally eat carbs again and let myself go because this one wants to marry me i might never find another one who does i can’t believe your attitude i thought you were in favour of gay people getting married do you hear how homophobic you sound this is a treat what brings you guys by what you told her so while i’m waiting for this mysterious perfect match who may or may not exist i’m supposed to just be alone oh my goodness aren’t you the cutest little yorkie ever you got him for me i think we already have thank you guys so much let’s see if you fit in my man purse,Raj
906,i don’t mean to burst your bubble dude but those penile enlargement pills do not work why oh boy sheldon’s going to freak out that’s really nice of you howard that’s incredible oh here break out the math are you still going to tell him about youknowwho three times he begged the fox network not to cancel firefly he begged the tnt network to cancel babylon and when he got food poisoning at the rose bowl parade he begged a deity he doesn’t believe in to end his life quickly you can make him do anything you want well don’t be too mean i wouldn’t mind a glass bring him to his bony knees wow that’s amazing i thought he might be a little more excited,Raj
907,okay uh i’d pick swan because uh the resulting hybrid would have the advanced industrial civilization of a human and the long graceful neck i’ve always dreamed of having he got us again anyway if it’s okay with you we should talk about howard’s bachelor party i’ve been doing some research on strippers one agency i spoke to said i could get us a great price if we’re flexible on age range and number of limbs you don’t want strippers you’re the king of strippers the one club in north hollywood named a pole after you maybe we can go up to napa valley they’ve got that wine train anyway it’s a beautiful time of year uh you travel through the vineyards there’s a tasting on board and all the wild flowers are in bloom it’s magic hey everybody the bachelor boy has arrived for he’s a jolly good fellow… may i have your attention please we are hear tonight to celebrate the upcoming nuptials of my best friend howard wolowitz does anyone have any words they’d like to say about our man of the evening yeah to howard um uh who’s next hear hear okay uh anybody else huh no okay it all comes down to me the best man ooh this grasshopper is kicking my asshopper okay when i first came to this country ii didn’t know how to behave or how to dress or what was cool i was pretty lonely but then i met howard and suddenly my life changed because we could be lonely together this man became my whole world i’m not done but thank you raj puts the dollar on the table stuart steals it i think back to all the good times we had like uh when we went camping and spent that night telling each other all our secrets i told him i’m addicted to pedicures and he told me he lost his virginity to his cousin oh oh yeah and then there was the time when leonard and i took howard to las vegas and paid a hooker to pretend she was jewish and that she wanted his little kosher pickle of all the howard humping hookers stories that one’s my favourite oh oh what about that tubby girl in the sailor moon costume at comiccon the only threesome i’ve ever had in my life and i’m proud to say it was with this man right here oh oh don’t get me wrong nothing happened with me and howard there was about pounds of sailor moon between us you know we’re not that far from my apartment if you stop the car i can walk from here seriously you don’t even have to stop the car anything under ten miles an hour and i can combatroll into the street thank you bernadette dude i am so sorry i’ve got the phone number of the tubby girl from comiccon all right more sailor moon for me,Raj
908,well that wasn’t as entertaining as when he rents bowling shoes but it was right up there when you come back to earth in a soyuz capsule you freefall from space at miles per hour and the only thing that slows you down is a little parachute that pops out right before you crash into the ground and the whole thing was designed by the same brilliant minds who were unable to capture rocky and bullwinkle you weren’t oh please i don’t remember the episode of star trek where the guy never goes to space and brags about it in a tuxedo store,Raj
909,you’re nervous i’ve been stresseating for four days look at me i’m wearing my fat pants from that happy young couple over there with all the tattoos beautiful story they’re in rival drug gangs and they’re getting married shh no one can know where did he pop the question what did you say well i know how to make it special yes you made that brutally clear to me what i was going to suggest is if that you’re willing to wait until sunday morning the google satellite will be over pasadena you can have a wedding photograph from space i keep telling you if i wasn’t an astrophysicist i would have been a party planner it was always a coin flip oh thanks man what we’re ready when i say we’re ready uhdududu ooh okay now we’re ready penny she starts music playing howard and bernadette the five of us stand before you as your friends and newly ordained ministers guys when i look at the two of you starting your lives together it fills my heart it fills my heart okay i’m going to need a minute i believe you two have prepared vows me too,Raj
910,right now howard’s staring down at our planet like a tiny jewish greek god zeusowitz i wonder what he’s doing right this very second peering through his telescope at the birth of the cosmos hey guys i’m all for it hey uh if you guys are free tonight i heard about a spa where you soak your feet n a pool full of little fish that eat all the dead skin right off them i don’t need to tell you in los angeles sandal season is year round oh okay sounds like it’s me and you sheldon how about we sic some guppies on those puppies oh okay i’ll just go home and be alone which is cool i eat alone i sleep alone i cry alone so cool really i can come thanks yoohoo over here sorry i started without you i’m a little nervous it’s been a long time since i’ve been on a date you should go to my girl she’ll knock out those sideburns for free you know amy i don’t even think you and i have had a real conversation let’s use tonight to get to know each other a little better you start i don’t understand it’s your anniversary oh my god i had no idea amy please let me make this right my pleasure waiter a bottle of champagne and three glasses oh boy isn’t this romantic hellololo i was but it’s their anniversary and i didn’t want to be a third wheel so i figured i’d come over here and hang out with you and penny on your date sweet you know i’m growing to like american football well it’s not the ballstothewall action of badminton or cricket but hey what is no thank you oh i’m having the nicest time you guys are like family to me you know that right what why oh pish on your issues you guys are fine yes you hit some bumps along the way i mean penny you’ve always known how this man has felt about you but you made him grovel for affection now don’t blame yourself he was a groveller from way back but the point is the two of you got past it and leonard you go and propose to this poor girl in the middle of sex that was some weak tea dude yeah no but yet here you two are still together and that’s even after you and i had our crazy naked night i’m just saying that after everything you’ve been through you get to look into each other’s eyes and say “i love you” and that’s beautiful oh penny that’s ridiculous you know you love him you you look him in the eyes and you say it oh come on you know you want to say it say it say you love him say it i really thought she would say it hey stuart oh i’m sorry i’ll leave you sure all right great what are you drinking perfect for the night i’m having thank you amen to that sometimes i pour a little chardonnay into my dog’s water bowl she’s kind of a mean drunk but what are you gonna do cheers sure mmm bossa nova you listen to that with your hips as well as your ears oh something about latin music just makes me feel like i’m on a white sand beach in rio i should go uh thank you for the drink hey stuart do you want to hang out tomorrow night maybe grab a bite to eat or catch a late movie no problem my treat i’ll swing by after work okay,Raj
911,hey buddy how’s it going up there bye buddy hey stuart come on in what’s the big deal you guys are bringing your girlfriends i didn’t want to sit by myself focused locust so what are you guys doing later stuart and i were thinking of going out for a drink ‘cause that’s what we do in case you didn’t follow that i’m the coffee,Raj
912,uh yeah last night he kept making me drop pencils for him i got uncomfortable entering sheldon’s office hey sheldon hope you’re hungry they’re serving macaroni and… spots ms jenson cheeeeeese hey you already got a girlfriend i call dibs yeah well i love her has your uh assistant said anything about me i’m in her head let the dance begin,Raj
913,howard’s capsule should be reentering the atmosphere any minute the fantastic four reunited we’re not kicking him out stuart and i have become good friends okay the nasa web site says howard’s final descent has begun oh my god you’re back oh look at you you you look like you grew oh uh come in come in oh i uh i didn’t think i was going to get to see you until tomorrow wait your your mother is sleeping with your dentist so you’re wandering all around by yourself that’s not the kind of hero’s welcome an astronaut should come home to just until he gets back on his feet which are looking pretty good in the boots i bought him for his birthday oh yeah we hang out all the time it’s like we both had these holes in our lives but now we fill each other’s holes which part oh howard it’s still our thing come with us we’ll we’ll get you a scalped ticket we’ll switch you’ll come sit with me after intermission okay uh will i get to see you tomorrow,Raj
914,hey stuart i see you’re getting ready for your halloween party would you like me to help i do have a certain je ne sais quois when it comes to soirees you know you don’t worry about money i’ll take care of everything yeah you’ll love it ain’t no party like a koothraparty before i forget i’d like your opinion on the menus i’ve prepared for the halloween party the theme is food that goes bump in the night on sesame seed bunzillas it’s funny because bread sounds like dead ooh hallowweenies that’s a good one they’ll pair nicely with my draculoni and cheese how do i do it so i thought the photo booth for the party could either be creepy like a mummy’s tomb or they also have the tardis from doctor who do you have a preference oh by the way can i borrow your bullwhip and fedora i was thinking of dressing up as indiana jones’ mochaskinned love child indian jones what’s wrong with you oh howard i’ve got a party to plan don’t make me pull it out of you no it’s called being nice can you believe stuart’s walking around taking credit for this party what do you mean who cares look at what i pulled off here the dj’s on fire there’s a tardis photo booth in the back room and oh my god the food stuart wanted kraft draculoni and cheese is this about the space thing again,Raj
915,try to keep up howard i’m killing it you’re welcome ladies dude i was about to bollywood this bitch i’m not finishing your sentence you pulled the plug on my funk all right crank up the ac boys it’s gonna get hot in here i think the next time i have to speak to a call centre in india i’m going to try using an american accent because when i use my regular voice i feel like i’m making fun of them dude my accent is brilliant in american accent hey my snowwhite american friends let’s put some cow meat on the barbecue and eat it until we’re all obese sheldon do i really sound like that sheldon you okay the guy’s a genius maybe you weren’t challenging enough for him good lord what have i done all right hotshot let’s hear your indian okay yeah that’s pretty good it’ll be okay yeah but if he’s a sore loser maybe you’re better off without him so don’t do it then don’t do it,Raj
916,wow an end of an era when did you figure out you were allergic to nuts,Raj
917,what are you drawing over there he probably just goes to the bathroom it’s sad that you know that twenty minutes a day completely unaccounted for ooh this is exciting like one of my classic murder mystery dinner parties it was tapenade and you guys suck are you sure they turn off the lights and it’s like a cute little laser show that poops all over the place we just told you i don’t know i’m torn i want to know where he’s going but now i kind of want to play with the bunny boy what i wouldn’t give to get her out of those pants and into something a little more stylish i think it’s an old storage room well he’s not doing twentyminute abs because if he were he would have way better abs can you hear anything i’m listening i can’t do anything right for you can i he is kind of a weirdo maybe he’s got leonard nimoy chained up in there or bill gates or stephen hawking howard please you can’t treat the man differently just because he’s disabled that’s not okay look at us sneaking around in the middle of the night like a couple of cat burglars i don’t want to be a ninja i want to be a cat burglar no we both have to be the same thing okay we’re ninjas but next time we’ll be cat burglars are you sure it’s locked when did you learn how to pick locks how did that work out hold on hold on sheldon is a very smart man and he obviously wants to keep this a secret what if it’s boobytrapped great what’s your pl… howard pushes him inside yeah huh fortythree what the hell does that mean maybe it’s a prime number encryption systems are built on prime numbers he’s always been very cagey about what he puts in his egg salad to make it so tasty really well oh okay one mystery solved come on we’re smart guys we can figure this out it’s the atomic number for technetium do you think he’s building a bomb ooh this could be something fortythree is the number of calories in half a cup of fatfree yoghurt i’m sorry we can’t all eat whatever we want and still stay thin wait in the hitchhiker’s guide to the galaxy isn’t fortythree the answer to the question of life the universeand everything hey hey feelings yeah me too we’ve got more important things to do who cares what stupid fortythree means let’s go home you want to get something to eat what the balls is fortythree that’s good quality video how did you get your hands on that oh my god here he comes this is it i don’t know holy crap aah it’s eating his face sheldon we’re really sorry and what does fortythree mean yeah well i know how to make your egg salad now,Raj
918,they are too no you’re displaying a shocking ignorance of the subject matter mummies and zombies are the exact same thing that’s called a fashion choice congratulations does it have that new car smell why do you have a parking spot you don’t have a car you don’t even drive i didn’t pick up on that that’s a nice touch hey got a minute calm down howard has something he wants to say to you howard that’s not how we practiced it just say it,Raj
919,an we change the subject spiders give me the jeebiejeebies i know but that sounds antisemitic anyway i was thinking we could have a little film festival tonight the theme movies that killed their franchises what about you sheldon do you have any plans tonight if you don’t want to look foolish doing something you should practice do you know how many beef wellingtons i made by myself before i invited you guys over i’ll give you a hint you can see them here here and here no but if you catch anything i know how to steam it in banana leaves you got this buddy you can do it mine just took me to his gynecology office i got so bored i’d put vaginal lubricant on the bottom of my shoes and pretend i was iceskating yeah okay howard wins,Raj
920,so listen i know we talked about getting a bite to eat in silver lake and then seeing the christmas lights in griffith park but leonard’s talking about a big d and d game at his place oh man the first monster i see i’m gonna sneak up behind him whip out my wand and shoot my magic all over his ass no screw that noise i’m going in hang on santa i’m coming for you but a cannon am i really out of the game wait doesn’t anyone have a rod of resurrection because if you’ve got one i need it bad get in here with your rod and give it to me uh wait can i come with you my character died ooh girls’ night girls’ night ooh ooh can we get another bottle of champagne for the table don’t worry it’s my treat my pleasure nothing makes me happier than the chance to spoil a lady just ask my dog my vet says if i give her any more foie gras she’s going to die of gout no no no i’m fine stop it you’re ruining girls’ night that’s sweet of you but what can you do to help okay well a couple of things don’t tell them i come from money i want them to love me for me they must be insanely hot like nines or tens okay an eight is acceptable if she’s willing to bring another eight to the hot tub in a new delhi minute great i bought her a couple of drinks and she gave me her email address what why can’t i find someone i’m smart i’ve got a cool job and my naturally bronzed complexion means i can pull off mustard yellow in a way most guys can’t no it’s not she was too beautiful for me it’s true i’m always attracted to women i can’t have i do it all the time i did the same thing with the two of you well uh there was a time when i had a thing for penny and i thought she was into me too because she got drunk and naked and climbed into bed with me but apparently i misread those signals that was before penny i make it a rule to only fall for one of my friends’ girlfriends at a time i’m very oldfashioned that way no not really not that i can think of nope i guess the heart wants what the heart wants or in this case doesn’t i mean at all what amy i’m really sorry i didn’t mean to upset you i understand in seventh grade i played spin the bottle and it landed on alina shankar she said if i came near her she would break the bottle and cut me sometimes i get so lonely i sit on my left hand until it goes numb then i put it in my right hand and pretend i’m holding hands with another person it’s kind of nice to talk to someone who understands what it feels like to be alone but you’re not alone anymore now you’ve got sheldon thank you i hope she’s half as lovely and amazing as you are damn it now that i know she doesn’t like me i’m kind of into her,Raj
921,i did the research tony the tiger dig’em the frog cap’n crunch toucan sam count chocula trix the rabbit snap crackle and pop not one cereal mascot is a girl it’s a total breakfast sausage fest almost franken berry boo berry sugar bear and the honey nut cheerio bee i believe his name is buzz how could you do that to me you know i’ve been working it with alex for weeks i talk with my eyes oh my god you’re loving this i both hate you and want to be you this is ryan gosling all over again leonard stole my woman and he knew full well i was only six to eight months away from making my move your assistant is totally hitting on this jerk and he loves it i say you tell alex your heart belongs to penny i provide her a shoulder to cry on and then roughly half a year later i give it to her good huh that is so strange human resources wants to talk to me tomorrow to his dog could you stop licking your ass for two minutes i have a problem here how else am i supposed to talk to the human resources lady i did the guy at the liquor store said this stuff tastes great in coffee i feel like i’ve been called down to the principal’s office although i wouldn’t mind if brown sugar suspended me from a sex swing this may have been a mistake well this is all your fault if you weren’t screwing around with sheldon’s assistant none of this would be happening oh of course not she was just sniffing around your goods because she was hunting for truffles yeah yeah me too i didn’t do anything howard built a sex robot,Raj
922,that is so cool you know we’re not that far from vazquez rocks great idea i haven’t had a carbohydrate in two weeks these cheekbones need to be in front of a camera before i eat a pretzel and they’re gone and we’re blending and we’re blending and we’re done i say we begin with a classic star trek fight scene phasers on the borg charlie’s angels now let’s do some sexy glamour shots i’ll set the mood rhythmically oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz oontz yeah nice one oontz oontz that’s right oontz oontz oontz oontz oontz oontz oontz… stop i’ll call what oh no my phone is in my other pants what is wrong with people why don’t they stop wool pants in the desert i feel like i’ve got poached testicles insurance is gonna buy you a new car it’s not gonna defunk my junk and about three hundred dollars worth of makeup so this thief could look like anyone right now it it is it’s not just comic books they’ve got action figures toys a tronthemed dance party great we can still make it to comiccon don’t be like that come on howard talk to him fine then i guess it’s two against two how do we decide what what about the mission you said we were a reallife landing party okay did we at least rent the car from enterprise get it enterprise screw you that’s funny are they actually arguing about comic books if it’s an alternate dimension sounds like a job for a landing party,Raj
923,so i found this web site where you send them pictures they sculpt your head and make an action figure out of you how awesome is that yeah you can pick your wardrobe you can even choose your accessories what do you think sheldon want an action figure that looks just like you no they’re here our action figures have arrived this is the best five hundred dollars i’ve ever spent say hello to an exact scale model of me oh i’m not dark chocolate i’m meltinyourmouth caramel this sucks you always bet on black it’s only a waste of money if we don’t play with them as doll he’s right dawg you know there is a way we can get action figures to look exactly like us two words d printer wait maybe it’s three words no hang on okay one word a letter and a number and maybe a hyphen d printer of course you have they’re an engineer’s dream anything you can design a d printer can make out of plastic oh come on you deserve one you’ve worked hard to find a woman who makes a lot of money oh true they’re practically giving them away you know in exchange for money not to mention malibu koothrappali and his totally bitchin’ dream house really smart guy where’s he supposed to park his sweet little corvette i think this thing was made in china ooh i i think it’s done oh it worked we printed a whistle and we made it in only three hours sounds just like storebought oh i wish i was in better shape oh okay great now i can look like val kilmer as batman instead of val kilmer as he looks today are you sure you want to do this give up your half of the d printer wow that’s harsh aren’t you gonna eat lunch,Raj
